,FACILITY,Tool,WBS,Cluster,Fab300_Begin,IIO_Begin,Fab300_End,IIO_End,Cnt,Fab300_Duration,IIO_Duration,Description,IIO_User_id,Fab300_User_id,Modules,Begin,End
523,PLINE300,OPTIMA,36004/01221,0,2022-10-12 14:48:07,2022-10-12 15:00:00,2022-10-12 16:15:31,2022-10-12 17:00:00,1,1.4566666666666668,2.0,OneFab test,geenen44,geenen44,,2022-10-12 14:48:07,2022-10-12 17:00:00
524,PLINE300,POLARKERR_2,31499/00432,0,2022-10-17 08:44:01,2022-10-17 09:00:00,2022-10-17 17:47:27,2022-10-17 17:00:00,1,9.057222222222222,8.0,FMR lot AE226507,talmel16,talmel16,,2022-10-17 08:44:01,2022-10-17 17:47:27
525,PLINE300,POLARKERR_2,31499/01927,0,2022-10-10 08:55:00,2022-10-10 09:00:00,2022-10-10 14:24:32,2022-10-10 15:00:00,1,5.492222222222222,6.0,FMR development,talmel16,talmel16,,2022-10-10 08:55:00,2022-10-10 15:00:00
526,PLINE300,POLARKERR_2,31499/01927,1,2022-10-13 15:05:25,2022-10-13 15:30:00,2022-10-13 17:38:10,2022-10-13 17:30:00,1,2.5458333333333334,2.0,Software upgrade,talmel16,talmel16,,2022-10-13 15:05:25,2022-10-13 17:38:10
527,PLINE300,POLARKERR_2,31499/01927,2,2022-10-19 20:22:11,2022-10-19 20:00:00,2022-10-19 21:21:29,2022-10-19 22:00:00,1,0.9883333333333333,2.0,FMR program update,talmel16,talmel16,,2022-10-19 20:00:00,2022-10-19 22:00:00
528,PLINE300,POLARKERR_2,31499/01927,3,2022-10-26 13:44:04,2022-10-26 14:00:00,2022-10-26 15:45:20,2022-10-26 16:00:00,1,2.0211111111111113,2.0,FMR development,talmel16,talmel16,,2022-10-26 13:44:04,2022-10-26 16:00:00
529,PLINE300,POLARKERR_2,38199/00432,0,2022-10-18 14:36:42,2022-10-18 14:30:00,2022-10-18 17:46:55,2022-10-19 09:00:00,1,3.1702777777777778,18.5,MOKE + FMR JDP,talmel16,talmel16,,2022-10-18 14:30:00,2022-10-19 09:00:00
530,PLINE300,POLARKERR_2,38199/00432,1,2022-10-24 15:05:16,2022-10-24 15:00:00,2022-10-24 16:32:12,2022-10-25 09:00:00,1,1.448888888888889,18.0,FMR JDP,talmel16,talmel16,,2022-10-24 15:00:00,2022-10-25 09:00:00
531,PLINE300,PRODUCER_5,98601/00334,0,2022-10-28 09:12:16,2022-10-28 09:00:00,2022-10-28 11:24:47,2022-10-28 12:00:00,1,2.2086111111111113,3.0,Coupon etch,cellier,cellier,LP1;CHA;CHB,2022-10-28 09:00:00,2022-10-28 12:00:00
532,PLINE300,PROVISION2E,00999/00505,0,2022-10-21 09:34:40,2022-10-21 09:30:00,2022-10-21 13:09:38,2022-10-21 12:00:00,1,3.582777777777778,2.5,Settting up SPC recipe,janard53,janard53,,2022-10-21 09:30:00,2022-10-21 13:09:38
533,PLINE300,PROVISION2E,00999/00505,1,2022-10-24 10:29:06,2022-10-24 09:30:00,2022-10-24 12:30:24,2022-10-24 12:30:00,1,2.0216666666666665,3.0,SPC recipe,janard53,janard53,,2022-10-24 09:30:00,2022-10-24 12:30:24
534,PLINE300,PROVISION2E,00999/00505,2,2022-10-29 09:03:00,2022-10-29 08:30:00,2022-10-29 13:49:49,2022-10-29 10:30:00,1,4.780277777777778,2.0,Devinps,janard53,janard53,,2022-10-29 08:30:00,2022-10-29 13:49:49
535,PLINE300,PROVISION2E,31199/00653,0,2022-10-19 08:35:40,2022-10-19 08:30:00,2022-10-19 13:02:51,2022-10-19 13:00:00,1,4.453055555555555,4.5,test,beggia74,beggia74,,2022-10-19 08:30:00,2022-10-19 13:02:51
536,PLINE300,PROVISION2E,38199/01952,0,2022-11-09 18:14:23,2022-11-09 18:00:00,2022-11-09 19:21:54,2022-11-09 20:00:00,1,1.1252777777777778,2.0,Devinps,janard53,janard53,,2022-11-09 18:00:00,2022-11-09 20:00:00
537,PLINE300,REFLEXION,31299/01083,0,2022-10-14 12:42:21,2022-10-14 12:30:00,2022-10-14 15:52:45,2022-10-14 20:30:00,1,3.1733333333333333,8.0,Ru CMP,raymaek,raymaek,LP1;LP2;PM3;PM1,2022-10-14 12:30:00,2022-10-14 20:30:00
538,PLINE300,REFLEXION,31399/00039,0,2022-11-05 18:49:08,2022-11-05 18:30:00,2022-11-05 21:11:48,2022-11-06 00:00:00,1,2.3777777777777778,5.5,Ru CMP ATLAS2 M1,raymaek,raymaek,LP1;LP2;H4;PM3;PM1,2022-11-05 18:30:00,2022-11-06 00:00:00
539,PLINE300,REFLEXION,31399/00039,1,2022-11-10 10:12:41,2022-11-10 09:30:00,2022-11-10 10:13:03,2022-11-10 17:00:00,1,0.006111111111111111,7.5,Ru cmp lot on hold,heylen,heylen,LP1;H1;PM3;PM1,2022-11-10 09:30:00,2022-11-10 17:00:00
540,PLINE300,REFLEXION_2,31399/00039,0,2022-10-14 15:55:26,2022-10-14 16:00:00,2022-10-14 17:42:08,2022-10-14 20:00:00,1,1.7783333333333333,4.0,lot on devinp,raymaek,raymaek,LP1;H2;PM2;PM3;PM1,2022-10-14 15:55:26,2022-10-14 20:00:00
541,PLINE300,REFLEXION_2,32099/01506,0,2022-10-18 08:57:04,2022-10-18 09:00:00,2022-10-18 15:18:58,2022-10-18 17:00:00,1,6.365,8.0,hybrid bonding CMP,dewild34,dewild34,LP1;LP2;H1;H2;H3;H4,2022-10-18 08:57:04,2022-10-18 17:00:00
542,PLINE300,REFLEXION_2,32102/01048,0,2022-11-04 13:36:25,2022-11-04 13:00:00,2022-11-04 22:03:01,2022-11-04 20:00:00,1,8.443333333333333,7.0,"Cu CMP, EP monitoring, spc must",ceulem72,ceulem72,LP1;LP2;H1;H2;H3;H4;PM2;PM3;PM1,2022-11-04 13:00:00,2022-11-04 22:03:01
543,PLINE300,REFLEXION_2,32299/01084,0,2022-10-13 09:11:25,2022-10-13 09:00:00,2022-10-13 14:54:19,2022-10-13 17:00:00,1,5.715,8.0,hybrid bonding CMP,dewild34,dewild34,LP1;LP2;H1;H2;H3;H4,2022-10-13 09:00:00,2022-10-13 17:00:00
544,PLINE300,REFLEXION_2,37093/02178,0,2022-10-19 09:24:00,2022-10-19 09:00:00,2022-10-19 19:44:49,2022-10-19 18:00:00,1,10.346944444444444,9.0,Cu CMP standard slurry (in spec),ceulem72,ceulem72,LP1;LP2;H1;H2;H3;H4;PM2;PM3;PM1,2022-10-19 09:00:00,2022-10-19 19:44:49
545,PLINE300,REFLEXION_4,31199/00653,0,2022-11-09 08:51:50,2022-11-09 09:00:00,2022-11-09 09:55:05,2022-11-09 12:00:00,1,1.0541666666666667,3.0,Overpolish testing,kenens78,kenens78,LP1;LP2;CLN,2022-11-09 08:51:50,2022-11-09 12:00:00
546,PLINE300,REFLEXION_4,32299/01084,0,2022-10-05 08:08:07,2022-10-05 09:00:00,2022-10-05 11:08:38,2022-10-05 16:00:00,2,2.8333333333333335,14.0,Removal rate determination LT Ox,kenens78,kenens78,LP1;LP2;CLN,2022-10-05 08:08:07,2022-10-05 16:00:00
547,PLINE300,REFLEXION_4,38199/01284,0,2022-11-10 06:33:14,2022-11-10 06:30:00,2022-11-10 10:00:51,2022-11-10 10:30:00,1,3.460277777777778,4.0,Process lot AL217248,pittev,pittev,LP1;LP2;CLN,2022-11-10 06:30:00,2022-11-10 10:30:00
548,PLINE300,REFLEXION_4,38199/01687,0,2022-10-24 08:59:25,2022-10-24 10:00:00,2022-10-24 10:37:07,2022-10-24 12:00:00,1,1.6283333333333334,2.0,Ox cmp stopping on Al,kenens78,kenens78,LP1;LP2;CLN,2022-10-24 08:59:25,2022-10-24 12:00:00
549,PLINE300,REFLEXION_4,98850/02081,0,2022-10-11 08:59:17,2022-10-11 09:00:00,2022-10-11 16:52:16,2022-10-11 15:30:00,1,7.883055555555556,6.5,New maskset PacBio Oxide CMP,kenens78,kenens78,LP1;LP2;CLN,2022-10-11 08:59:17,2022-10-11 16:52:16
550,PLINE300,REFLEXION_4,98850/02081,1,2022-10-17 08:36:21,2022-10-17 08:30:00,2022-10-17 15:11:39,2022-10-17 17:30:00,1,6.588333333333333,9.0,Process optimization large stack,kenens78,kenens78,LP1;LP2;CLN,2022-10-17 08:30:00,2022-10-17 17:30:00
551,PLINE300,REFLEXION_4,98850/02081,2,2022-10-18 08:52:58,2022-10-18 09:00:00,2022-10-18 16:28:47,2022-10-18 17:00:00,1,7.5969444444444445,8.0,Continue Recipe set up,kenens78,kenens78,LP1;LP2;CLN,2022-10-18 08:52:58,2022-10-18 17:00:00
552,PLINE300,REFLEXION_4,98850/02081,3,2022-10-19 09:13:15,2022-10-19 09:00:00,2022-10-19 14:58:42,2022-10-19 16:30:00,1,5.7575,7.5,EP algorithm set up,kenens78,kenens78,LP1;LP2;CLN,2022-10-19 09:00:00,2022-10-19 16:30:00
553,PLINE300,REFLEXION_4,98850/02081,4,2022-10-28 08:52:18,2022-10-28 09:00:00,2022-10-28 12:13:26,2022-10-28 13:00:00,1,3.352222222222222,4.0,EP algorithm set up,kenens78,kenens78,LP1;LP2;CLN,2022-10-28 08:52:18,2022-10-28 13:00:00
554,PLINE300,SC1000,31199/01513,0,2022-10-18 13:45:32,2022-10-18 14:00:00,2022-10-18 15:22:57,2022-10-18 16:00:00,1,1.6236111111111111,2.0,JSR,jacobs41,jacobs41,,2022-10-18 13:45:32,2022-10-18 16:00:00
555,PLINE300,SC1000,31199/01513,1,2022-11-08 08:12:05,2022-11-08 07:30:00,2022-11-08 08:28:47,2022-11-08 09:00:00,1,0.2783333333333333,1.5,meting,jacobs41,jacobs41,,2022-11-08 07:30:00,2022-11-08 09:00:00
557,PLINE300,SC1000,31199/30079,0,2022-10-01 08:11:51,2022-10-01 08:00:00,2022-10-01 09:40:26,2022-10-01 10:00:00,1,1.476388888888889,2.0,lot processing,perrem78,le27,,2022-10-01 08:00:00,2022-10-01 10:00:00
558,PLINE300,SC1000,31199/30079,1,2022-10-02 08:02:20,2022-10-02 08:00:00,2022-10-02 09:59:15,2022-10-02 10:00:00,1,1.948611111111111,2.0,.,perrem78,le27,,2022-10-02 08:00:00,2022-10-02 10:00:00
559,PLINE300,SC1000,31199/30079,2,2022-10-03 08:21:00,2022-10-03 07:30:00,2022-10-03 09:21:05,2022-10-03 10:00:00,1,1.0013888888888889,2.5,test,cloost23,lecocq91,,2022-10-03 07:30:00,2022-10-03 10:00:00
560,PLINE300,SC1000,31199/30079,3,2022-10-11 08:01:16,2022-10-11 08:00:00,2022-10-11 11:04:39,2022-10-11 12:00:00,1,3.056388888888889,4.0,meting;lot processing,perrem78,maessc90,,2022-10-11 08:00:00,2022-10-11 12:00:00
561,PLINE300,SC1000,31199/30079,4,2022-10-12 08:00:50,2022-10-12 08:00:00,2022-10-12 09:50:47,2022-10-12 10:00:00,1,1.8325,2.0,test,cloost23,maessc90,,2022-10-12 08:00:00,2022-10-12 10:00:00
562,PLINE300,SC1000,31199/30079,5,2022-10-13 08:00:24,2022-10-13 08:00:00,2022-10-13 09:35:02,2022-10-13 10:00:00,1,1.5772222222222223,2.0,test,cloost23,maessc90,,2022-10-13 08:00:00,2022-10-13 10:00:00
563,PLINE300,SC1000,31199/30079,6,2022-10-15 09:25:01,2022-10-15 08:00:00,2022-10-15 11:35:41,2022-10-15 10:00:00,1,2.1777777777777776,2.0,JSR,perrem78,le27,,2022-10-15 08:00:00,2022-10-15 11:35:41
564,PLINE300,SC1000,31199/30079,7,2022-10-19 17:01:56,2022-10-19 17:00:00,2022-10-19 19:03:43,2022-10-19 19:00:00,1,2.0297222222222224,2.0,JSR,perrem78,lecocq91,,2022-10-19 17:00:00,2022-10-19 19:03:43
565,PLINE300,SC1000,31199/30079,8,2022-10-20 16:02:24,2022-10-20 16:00:00,2022-10-20 17:37:27,2022-10-20 18:00:00,1,1.5841666666666667,2.0,JSR,perrem78,lecocq91,,2022-10-20 16:00:00,2022-10-20 18:00:00
566,PLINE300,SC1000,31199/30079,9,2022-10-21 07:59:12,2022-10-21 08:00:00,2022-10-21 09:46:21,2022-10-21 10:00:00,1,1.7858333333333334,2.0,test,dilien72,wouter12,,2022-10-21 07:59:12,2022-10-21 10:00:00
567,PLINE300,SC1000,31199/30079,10,2022-10-23 08:19:23,2022-10-23 08:00:00,2022-10-23 09:55:40,2022-10-23 10:00:00,1,1.6047222222222222,2.0,lot processing,perrem78,le27,,2022-10-23 08:00:00,2022-10-23 10:00:00
568,PLINE300,SC1000,31199/30079,11,2022-10-27 17:03:35,2022-10-27 17:00:00,2022-10-27 18:15:32,2022-10-27 19:00:00,1,1.1991666666666667,2.0,lot processing,robber85,wouter12,,2022-10-27 17:00:00,2022-10-27 19:00:00
569,PLINE300,SC1000,31199/30079,12,2022-10-29 07:57:10,2022-10-29 08:00:00,2022-10-29 09:40:34,2022-10-29 10:00:00,1,1.7233333333333334,2.0,lot processing,perrem78,le27,,2022-10-29 07:57:10,2022-10-29 10:00:00
570,PLINE300,SC1000,31199/30079,13,2022-10-30 08:07:55,2022-10-30 08:00:00,2022-10-30 09:54:35,2022-10-30 10:00:00,1,1.7777777777777777,2.0,JSR,perrem78,le27,,2022-10-30 08:00:00,2022-10-30 10:00:00
571,PLINE300,SC1000,31199/30079,14,2022-10-31 16:48:50,2022-10-31 17:00:00,2022-10-31 18:03:02,2022-10-31 19:00:00,1,1.2366666666666666,2.0,JSR,perrem78,wouter12,,2022-10-31 16:48:50,2022-10-31 19:00:00
572,PLINE300,SC1000,31199/30079,15,2022-11-01 10:14:39,2022-11-01 10:00:00,2022-11-01 12:01:50,2022-11-01 12:00:00,1,1.7863888888888888,2.0,lot processing,robber85,le27,,2022-11-01 10:00:00,2022-11-01 12:01:50
573,PLINE300,SC1000,31199/30079,16,2022-11-02 07:58:10,2022-11-02 08:00:00,2022-11-02 09:54:57,2022-11-02 10:00:00,1,1.946388888888889,2.0,tst,perrem78,lecocq91,,2022-11-02 07:58:10,2022-11-02 10:00:00
574,PLINE300,SC1000,31199/30079,17,2022-11-03 08:04:27,2022-11-03 08:00:00,2022-11-03 09:49:31,2022-11-03 10:00:00,1,1.751111111111111,2.0,test,dilien72,maessc90,,2022-11-03 08:00:00,2022-11-03 10:00:00
575,PLINE300,SC1000,31199/30079,18,2022-11-04 08:14:21,2022-11-04 08:00:00,2022-11-04 09:54:52,2022-11-04 10:00:00,1,1.6752777777777779,2.0,test,dilien72,lecocq91,,2022-11-04 08:00:00,2022-11-04 10:00:00
576,PLINE300,SC1000,31199/30079,19,2022-11-06 08:55:34,2022-11-06 08:00:00,2022-11-06 10:57:16,2022-11-06 10:00:00,1,2.0283333333333333,2.0,JSR slot,robber85,le27,,2022-11-06 08:00:00,2022-11-06 10:57:16
577,PLINE300,SC1000,31199/30079,20,2022-11-09 08:13:56,2022-11-09 08:00:00,2022-11-09 09:53:46,2022-11-09 12:00:00,1,1.663888888888889,4.0,test;JSR processing time,cloost23;perrem78,maessc90,,2022-11-09 08:00:00,2022-11-09 12:00:00
578,PLINE300,SC1000,31199/30079,21,2022-11-10 07:58:56,2022-11-10 08:00:00,2022-11-10 10:25:24,2022-11-10 10:00:00,1,2.4411111111111112,2.0,test,cloost23,maessc90,,2022-11-10 07:58:56,2022-11-10 10:25:24
579,PLINE300,SC1000,31199/30079,22,2022-11-10 17:01:16,2022-11-10 17:00:00,2022-11-10 18:40:10,2022-11-10 19:00:00,1,1.6483333333333334,2.0,JSR,perrem78,wouter12,,2022-11-10 17:00:00,2022-11-10 19:00:00
580,PLINE300,SC2000,31199/00653,0,2022-10-03 14:00:21,2022-10-03 14:00:00,2022-10-03 14:21:53,2022-10-03 14:30:00,1,0.35888888888888887,0.5,test,roy82,roy82,,2022-10-03 14:00:00,2022-10-03 14:30:00
581,PLINE300,SC2000,31199/01391,0,2022-11-08 09:07:05,2022-11-08 09:00:00,2022-11-08 13:16:06,2022-11-08 11:00:00,1,4.150277777777778,2.0,emar,canga29,canga29,,2022-11-08 09:00:00,2022-11-08 13:16:06
582,PLINE300,SC2000,31199/01570,0,2022-10-13 16:34:03,2022-10-13 17:00:00,2022-10-13 18:14:16,2022-10-13 20:00:00,1,1.6702777777777778,3.0,NXE readout,aubert85,sterckxg,,2022-10-13 16:34:03,2022-10-13 20:00:00
583,PLINE300,SC2000,31199/01570,1,2022-10-14 10:24:41,2022-10-14 10:00:00,2022-10-14 13:04:11,2022-10-14 13:00:00,1,2.658333333333333,3.0,Wafer Read out on 4  FEMS;Wafer read out,sterckxg,sterckxg,,2022-10-14 10:00:00,2022-10-14 13:04:11
584,PLINE300,SC2000,31199/31811,0,2022-10-04 10:01:15,2022-10-04 10:00:00,2022-10-04 10:37:12,2022-10-04 12:00:00,1,0.5991666666666666,2.0,SIGMA1 reference wafers,sterckxg,sterckxg,,2022-10-04 10:00:00,2022-10-04 12:00:00
585,PLINE300,SC2000,31199/31811,1,2022-10-05 06:20:21,2022-10-05 07:00:00,2022-10-05 07:16:59,2022-10-05 08:30:00,1,0.9438888888888889,1.5,Wafer read out SIGMA1,sterckxg,sterckxg,,2022-10-05 06:20:21,2022-10-05 08:30:00
586,PLINE300,SC2000,98601/31507,0,2022-10-05 09:24:09,2022-10-05 09:30:00,2022-10-05 09:36:11,2022-10-05 10:00:00,1,0.20055555555555554,0.5,APC,schelc12,schelc12,,2022-10-05 09:24:09,2022-10-05 10:00:00
587,PLINE300,SC3400,31199/00653,0,2022-10-10 14:07:04,2022-10-10 14:00:00,2022-10-10 14:19:40,2022-10-10 14:30:00,1,0.21,0.5,APC,roy82,roy82,,2022-10-10 14:00:00,2022-10-10 14:30:00
588,PLINE300,SC3400,31199/00653,1,2022-11-03 08:30:14,2022-11-03 08:30:00,2022-11-03 09:56:51,2022-11-03 10:00:00,1,1.4436111111111112,1.5,AE228012,roy82,roy82,,2022-11-03 08:30:00,2022-11-03 10:00:00
589,PLINE300,SC3400,31199/01514,0,2022-10-03 18:33:20,2022-10-03 18:00:00,2022-10-03 19:26:55,2022-10-03 19:30:00,1,0.8930555555555556,1.5,test,furuka28,furuka28,,2022-10-03 18:00:00,2022-10-03 19:30:00
590,PLINE300,SC3400,31199/01514,1,2022-10-04 10:28:43,2022-10-04 10:30:00,2022-10-04 10:37:54,2022-10-04 11:00:00,1,0.15305555555555556,0.5,test,furuka28,furuka28,,2022-10-04 10:28:43,2022-10-04 11:00:00
591,PLINE300,SC3400,31199/01514,2,2022-10-13 21:29:26,2022-10-13 21:30:00,2022-10-13 22:28:15,2022-10-13 22:30:00,1,0.9802777777777778,1.0,JSR,furuka28,furuka28,,2022-10-13 21:29:26,2022-10-13 22:30:00
592,PLINE300,SC3400,31199/01514,3,2022-10-25 20:01:09,2022-10-25 19:30:00,2022-10-25 20:23:03,2022-10-25 20:30:00,1,0.365,1.0,test,furuka28,furuka28,,2022-10-25 19:30:00,2022-10-25 20:30:00
593,PLINE300,SC3400,31199/01514,4,2022-11-02 20:01:13,2022-11-02 20:00:00,2022-11-02 20:35:35,2022-11-02 21:30:00,1,0.5727777777777778,1.5,JSR,furuka28,furuka28,,2022-11-02 20:00:00,2022-11-02 21:30:00
594,PLINE300,SC3400,31199/01570,0,2022-10-13 14:09:32,2022-10-13 14:00:00,2022-10-13 16:13:50,2022-10-13 16:00:00,1,2.0716666666666668,2.0,APC,aubert85,sterckxg,,2022-10-13 14:00:00,2022-10-13 16:13:50
595,PLINE300,SC3400,31199/01680,0,2022-10-28 13:59:08,2022-10-28 14:00:00,2022-10-28 14:26:14,2022-10-28 15:00:00,1,0.45166666666666666,1.0,MERCK,kampit73,kampit73,,2022-10-28 13:59:08,2022-10-28 15:00:00
596,PLINE300,SC3400,31199/01876,0,2022-10-04 18:55:58,2022-10-04 19:30:00,2022-10-04 19:49:15,2022-10-04 20:30:00,1,0.8880555555555556,1.0,exp,oka40,oka40,,2022-10-04 18:55:58,2022-10-04 20:30:00
598,PLINE300,SC3400,31199/01988,0,2022-10-12 15:31:43,2022-10-12 15:00:00,2022-10-12 16:41:11,2022-10-12 17:00:00,1,1.1577777777777778,2.0,Western Digital,takaha90,takaha90,,2022-10-12 15:00:00,2022-10-12 17:00:00
599,PLINE300,SC3400,31199/30079,0,2022-10-05 09:02:01,2022-10-05 09:00:00,2022-10-05 09:55:38,2022-10-05 10:00:00,1,0.8936111111111111,1.0,test,cloost23,lecocq91,,2022-10-05 09:00:00,2022-10-05 10:00:00
600,PLINE300,SC3400,31199/30092,0,2022-10-03 15:28:16,2022-10-03 15:30:00,2022-10-03 15:45:17,2022-10-03 16:00:00,1,0.2836111111111111,0.5,Sumitomo,oguma46,oguma46,,2022-10-03 15:28:16,2022-10-03 16:00:00
601,PLINE300,SC3400,31199/30092,1,2022-10-11 16:01:54,2022-10-11 16:00:00,2022-10-11 16:33:22,2022-10-11 16:30:00,1,0.5244444444444445,0.5,Sumitomo,oguma46,oguma46,,2022-10-11 16:00:00,2022-10-11 16:33:22
602,PLINE300,SC3400,31199/30092,2,2022-10-12 14:07:56,2022-10-12 14:00:00,2022-10-12 14:43:23,2022-10-12 15:00:00,1,0.5908333333333333,1.0,Sumitomo,oguma46,oguma46,,2022-10-12 14:00:00,2022-10-12 15:00:00
603,PLINE300,SC3400,31199/30092,3,2022-10-15 08:50:38,2022-10-15 08:30:00,2022-10-15 09:09:58,2022-10-15 09:00:00,1,0.32222222222222224,0.5,Sumitomo,oguma46,oguma46,,2022-10-15 08:30:00,2022-10-15 09:09:58
604,PLINE300,SC3400,31199/30092,4,2022-10-27 15:49:11,2022-10-27 16:00:00,2022-10-27 16:23:24,2022-10-27 16:30:00,1,0.5702777777777778,0.5,Private use,oguma46,oguma46,,2022-10-27 15:49:11,2022-10-27 16:30:00
605,PLINE300,SC3400,31199/30117,0,2022-11-02 18:15:51,2022-11-02 18:00:00,2022-11-02 19:38:17,2022-11-02 20:00:00,1,1.373888888888889,2.0,exp,kato15,kato15,,2022-11-02 18:00:00,2022-11-02 20:00:00
606,PLINE300,SC3400,31199/31074,0,2022-10-11 19:43:49,2022-10-11 19:30:00,2022-10-11 20:22:12,2022-10-11 20:30:00,1,0.6397222222222222,1.0,exposure,kato15,kato15,,2022-10-11 19:30:00,2022-10-11 20:30:00
607,PLINE300,SC3400,31199/31074,1,2022-10-12 18:09:11,2022-10-12 18:00:00,2022-10-12 19:09:17,2022-10-12 20:00:00,1,1.0016666666666667,2.0,exp,kato15,kato15,,2022-10-12 18:00:00,2022-10-12 20:00:00
608,PLINE300,SC3400,31199/31811,0,2022-10-28 07:14:06,2022-10-28 07:30:00,2022-10-28 07:51:15,2022-10-28 08:00:00,1,0.6191666666666666,0.5,Scanner monitoring on SUB E0 & F,aubert85,sterckxg,,2022-10-28 07:14:06,2022-10-28 08:00:00
609,PLINE300,SCD100,30990/32063,0,2022-10-04 12:07:53,2022-10-04 12:00:00,2022-10-04 13:06:57,2022-10-04 13:00:00,1,0.9844444444444445,1.0,metro,houben21,stokhof,,2022-10-04 12:00:00,2022-10-04 13:06:57
610,PLINE300,SCD100,30990/32063,1,2022-10-06 12:00:33,2022-10-06 12:00:00,2022-10-06 12:58:01,2022-10-06 13:00:00,1,0.9577777777777777,1.0,metro,houben21,stokhof,,2022-10-06 12:00:00,2022-10-06 13:00:00
611,PLINE300,SCD100,30990/32063,2,2022-10-10 12:23:02,2022-10-10 12:00:00,2022-10-10 12:46:08,2022-10-10 13:00:00,1,0.385,1.0,metro,houben21,marian80,,2022-10-10 12:00:00,2022-10-10 13:00:00
612,PLINE300,SCD100,30990/32063,3,2022-10-14 12:04:15,2022-10-14 12:00:00,2022-10-14 12:19:37,2022-10-14 13:00:00,1,0.2561111111111111,1.0,metro,houben21,stokhof,,2022-10-14 12:00:00,2022-10-14 13:00:00
613,PLINE300,SCD100,30990/32063,4,2022-10-17 14:07:14,2022-10-17 14:00:00,2022-10-17 15:06:35,2022-10-17 15:00:00,1,0.9891666666666666,1.0,metro,houben21,netsou48,,2022-10-17 14:00:00,2022-10-17 15:06:35
614,PLINE300,SCD100,30990/32063,5,2022-10-21 11:47:04,2022-10-21 12:00:00,2022-10-21 13:15:09,2022-10-21 13:00:00,1,1.4680555555555554,1.0,metro,houben21,stokhof,,2022-10-21 11:47:04,2022-10-21 13:15:09
615,PLINE300,SCD100,30990/32063,6,2022-10-28 10:18:02,2022-10-28 10:00:00,2022-10-28 11:14:05,2022-10-28 11:00:00,1,0.9341666666666667,1.0,measure SiN non contam,marian80,marian80,,2022-10-28 10:00:00,2022-10-28 11:14:05
616,PLINE300,SCD100,30990/32063,7,2022-10-28 12:17:20,2022-10-28 12:00:00,2022-10-28 13:29:15,2022-10-28 13:00:00,1,1.198611111111111,1.0,metro,houben21,stokhof,,2022-10-28 12:00:00,2022-10-28 13:29:15
617,PLINE300,SCD100,30990/32063,8,2022-10-31 12:20:49,2022-10-31 12:00:00,2022-10-31 12:21:18,2022-10-31 13:00:00,1,0.008055555555555555,1.0,metro,houben21,hsingy35,,2022-10-31 12:00:00,2022-10-31 13:00:00
618,PLINE300,SCD100,30990/32063,9,2022-11-02 10:04:04,2022-11-02 10:00:00,2022-11-02 10:55:45,2022-11-02 11:00:00,1,0.8613888888888889,1.0,metro,houben21,hsingy35,,2022-11-02 10:00:00,2022-11-02 11:00:00
619,PLINE300,SCD100,30990/32063,10,2022-11-02 12:09:19,2022-11-02 12:00:00,2022-11-02 13:08:50,2022-11-02 13:00:00,1,0.9919444444444444,1.0,metro,houben21,hsingy35,,2022-11-02 12:00:00,2022-11-02 13:08:50
620,PLINE300,SCD100,30990/32063,11,2022-11-03 12:23:11,2022-11-03 12:00:00,2022-11-03 13:06:30,2022-11-03 13:00:00,1,0.7219444444444445,1.0,thick SiN,marian80,marian80,,2022-11-03 12:00:00,2022-11-03 13:06:30
621,PLINE300,SEMVISION,00999/00505,0,2022-11-07 15:06:08,2022-11-07 15:00:00,2022-11-07 16:32:05,2022-11-07 17:00:00,1,1.4325,2.0,Devinps,janard53,janard53,,2022-11-07 15:00:00,2022-11-07 17:00:00
622,PLINE300,SEMVISION,31029/01811,0,2022-10-10 18:25:14,2022-10-10 18:30:00,2022-10-10 20:35:42,2022-10-10 20:00:00,1,2.1744444444444446,1.5,i,redants,redants,,2022-10-10 18:25:14,2022-10-10 20:35:42
623,PLINE300,SEMVISION,31029/01811,1,2022-10-12 18:35:43,2022-10-12 18:30:00,2022-10-12 19:52:15,2022-10-12 20:00:00,1,1.2755555555555556,1.5,Insp,redants,redants,,2022-10-12 18:30:00,2022-10-12 20:00:00
624,PLINE300,SEMVISION,31029/01811,2,2022-10-27 06:12:03,2022-10-27 06:00:00,2022-10-27 07:59:15,2022-10-27 08:00:00,1,1.7866666666666666,2.0,i,engelen,engelen,,2022-10-27 06:00:00,2022-10-27 08:00:00
625,PLINE300,SEMVISION,31029/01811,3,2022-10-27 14:16:41,2022-10-27 14:00:00,2022-10-27 14:48:37,2022-10-27 15:00:00,1,0.5322222222222223,1.0,i,maes72,maes72,,2022-10-27 14:00:00,2022-10-27 15:00:00
626,PLINE300,SEMVISION,31029/01811,4,2022-11-04 05:57:22,2022-11-04 06:00:00,2022-11-04 07:07:40,2022-11-04 08:00:00,1,1.1716666666666666,2.0,i,redants,redants,,2022-11-04 05:57:22,2022-11-04 08:00:00
627,PLINE300,SEMVISION,31029/01811,5,2022-11-08 18:34:13,2022-11-08 18:30:00,2022-11-08 19:48:41,2022-11-08 20:00:00,1,1.241111111111111,1.5,Insp,redants,redants,,2022-11-08 18:30:00,2022-11-08 20:00:00
