,WBS,Tool,FACILITY,Begin,End,Modules,Description,User_id,IIO_Res_id
861,31199/31811,SC3400,PLINE300,2022-11-09 15:00:00,2022-11-09 18:00:00,,Edwards plan MLET,vdijk,1089
862,31199/31811,SC3400,PLINE300,2022-11-09 23:00:00,2022-11-10 00:00:00,,HOWS Wafer Stage Sensor clean,stopa,1090
863,31199/31811,SC3400,PLINE300,2022-11-11 07:30:00,2022-11-11 08:00:00,,Scanner monitoring on Sub E0 & F,aubert85,1091
864,31199/31811,SC3400,PLINE300,2022-11-12 14:00:00,2022-11-12 18:00:00,,scanner monitor,aubert85,1092
865,31199/31811,SC3400,PLINE300,2022-11-16 23:00:00,2022-11-17 00:00:00,,HOWS Wafer Stage Sensor clean,stopa,1093
866,31199/31811,SC3400,PLINE300,2022-11-18 07:30:00,2022-11-18 08:00:00,,Scanner monitoring on Sub E0 & F,aubert85,1094
1445,98600/00962,SC3400,PLINE300,2022-10-31 14:00:00,2022-10-31 15:30:00,,process lot,dauend87,1095
1446,98600/00962,SC3400,PLINE300,2022-11-01 14:00:00,2022-11-01 15:00:00,,expo,dauend87,1096
1465,98601/00962,SC3400,PLINE300,2022-11-01 15:30:00,2022-11-01 18:00:00,,making samples,genjim61,1097
1466,98601/00962,SC3400,PLINE300,2022-11-02 10:00:00,2022-11-02 11:00:00,,making samples,dauend87,1098
1467,98601/00962,SC3400,PLINE300,2022-11-09 10:00:00,2022-11-09 11:00:00,,making samples,genjim61,1099
1490,98601/01971,SC3400,PLINE300,2022-11-08 18:30:00,2022-11-08 19:30:00,,pillar,gauber22,1100
1491,98601/01971,SC3400,PLINE300,2022-11-15 18:00:00,2022-11-15 19:00:00,,pillar,gauber22,1101
52,30990/32063,SCD100,PLINE300,2022-10-31 12:00:00,2022-10-31 13:00:00,,metro,houben21,1102
53,30990/32063,SCD100,PLINE300,2022-10-31 14:00:00,2022-10-31 15:00:00,,metro,houben21,1103
54,30990/32063,SCD100,PLINE300,2022-11-02 10:00:00,2022-11-02 11:00:00,,metro,houben21,1104
55,30990/32063,SCD100,PLINE300,2022-11-02 12:00:00,2022-11-02 13:00:00,,metro,houben21,1105
56,30990/32063,SCD100,PLINE300,2022-11-03 12:00:00,2022-11-03 13:00:00,,thick SiN,marian80,1106
57,30990/32063,SCD100,PLINE300,2022-11-08 10:30:00,2022-11-08 11:00:00,,thick layer sin,marian80,1107
58,30990/32063,SCD100,PLINE300,2022-11-08 12:00:00,2022-11-08 13:00:00,,blanket thickness,marian80,1108
59,30990/32063,SCD100,PLINE300,2022-11-08 14:00:00,2022-11-08 14:30:00,,metro,houben21,1109
60,30990/32063,SCD100,PLINE300,2022-11-15 12:00:00,2022-11-15 13:00:00,,metro,houben21,1110
61,30990/32063,SCD100,PLINE300,2022-11-16 14:00:00,2022-11-16 15:00:00,,metro,houben21,1111
671,31199/30079,SCD100,PLINE300,2022-10-31 18:00:00,2022-10-31 18:30:00,,test,wouter12,1112
672,31199/30079,SCD100,PLINE300,2022-11-02 08:30:00,2022-11-02 09:00:00,,test,dilien72,1113
673,31199/30079,SCD100,PLINE300,2022-11-04 08:30:00,2022-11-04 09:00:00,,test,dilien72,1114
674,31199/30079,SCD100,PLINE300,2022-11-05 08:30:00,2022-11-05 09:00:00,,test,le27,1115
675,31199/30079,SCD100,PLINE300,2022-11-07 08:30:00,2022-11-07 09:00:00,,test,wouter12,1116
676,31199/30079,SCD100,PLINE300,2022-11-09 08:30:00,2022-11-09 09:00:00,,test,cloost23,1117
677,31199/30079,SCD100,PLINE300,2022-11-09 10:30:00,2022-11-09 11:00:00,,test,cloost23,1118
678,31199/30079,SCD100,PLINE300,2022-11-15 10:00:00,2022-11-15 10:30:00,,test,cloost23,1119
679,31199/30079,SCD100,PLINE300,2022-11-18 08:30:00,2022-11-18 09:00:00,,test,cloost23,1120
1131,36003/01224,SCD100,PLINE300,2022-11-09 14:00:00,2022-11-09 15:00:00,,HNA ACTIVITY,shaikh41,1121
1295,39992/36503,SCD100,PLINE300,2022-11-14 06:30:00,2022-11-14 22:00:00,,PLINE use,hennebel,1122
2,00999/00505,SEMVISION,PLINE300,2022-10-31 10:00:00,2022-10-31 12:30:00,,Recipe set up,janard53,1123
3,00999/00505,SEMVISION,PLINE300,2022-11-04 10:00:00,2022-11-04 12:00:00,,Devinps,janard53,1124
4,00999/00505,SEMVISION,PLINE300,2022-11-07 15:00:00,2022-11-07 17:00:00,,Devinps,janard53,1125
5,00999/00505,SEMVISION,PLINE300,2022-11-14 12:00:00,2022-11-14 13:30:00,,devinp,janard53,1126
6,00999/00505,SEMVISION,PLINE300,2022-11-16 12:30:00,2022-11-16 14:00:00,,Devinps,janard53,1127
124,31029/01811,SEMVISION,PLINE300,2022-11-01 06:00:00,2022-11-01 08:00:00,,i,redants,1128
125,31029/01811,SEMVISION,PLINE300,2022-11-01 14:00:00,2022-11-01 15:00:00,,i,maes72,1129
126,31029/01811,SEMVISION,PLINE300,2022-11-04 06:00:00,2022-11-04 08:00:00,,i,redants,1130
127,31029/01811,SEMVISION,PLINE300,2022-11-04 14:00:00,2022-11-04 15:00:00,,i,maes72,1131
128,31029/01811,SEMVISION,PLINE300,2022-11-07 06:00:00,2022-11-07 08:00:00,,i,engelen,1132
129,31029/01811,SEMVISION,PLINE300,2022-11-07 14:00:00,2022-11-07 15:00:00,,i,maes72,1133
130,31029/01811,SEMVISION,PLINE300,2022-11-07 18:30:00,2022-11-07 20:00:00,,i,redants,1134
131,31029/01811,SEMVISION,PLINE300,2022-11-08 18:30:00,2022-11-08 20:00:00,,Insp,redants,1135
132,31029/01811,SEMVISION,PLINE300,2022-11-09 06:00:00,2022-11-09 08:00:00,,Insp,engelen,1136
133,31029/01811,SEMVISION,PLINE300,2022-11-17 06:00:00,2022-11-17 08:00:00,,Insp,redants,1137
134,31029/01811,SEMVISION,PLINE300,2022-11-17 18:30:00,2022-11-17 20:00:00,,Insp,engelen,1138
1042,32299/00013,SEMVISION,PLINE300,2022-11-02 10:00:00,2022-11-02 12:00:00,,sem,beirnaer,1139
1043,32299/00013,SEMVISION,PLINE300,2022-11-04 08:00:00,2022-11-04 10:00:00,,sem,beirnaer,1140
1044,32299/00013,SEMVISION,PLINE300,2022-11-07 08:00:00,2022-11-07 12:00:00,,sem,beirnaer;dvriendt,1141
1045,32299/00013,SEMVISION,PLINE300,2022-11-08 08:00:00,2022-11-08 10:00:00,,sem,dvriendt,1142
1046,32299/00013,SEMVISION,PLINE300,2022-11-08 17:00:00,2022-11-08 18:30:00,,sem,beirnaer,1143
1047,32299/00013,SEMVISION,PLINE300,2022-11-09 10:00:00,2022-11-09 12:00:00,,sem,dvriendt,1144
1048,32299/00013,SEMVISION,PLINE300,2022-11-09 15:00:00,2022-11-09 18:30:00,,sem,beirnaer,1145
1049,32299/00013,SEMVISION,PLINE300,2022-11-10 08:00:00,2022-11-10 10:00:00,,sem,dvriendt,1146
1050,32299/00013,SEMVISION,PLINE300,2022-11-10 17:00:00,2022-11-10 18:30:00,,sem,beirnaer,1147
1051,32299/00013,SEMVISION,PLINE300,2022-11-14 08:00:00,2022-11-14 10:00:00,,sem,beirnaer,1148
1052,32299/00013,SEMVISION,PLINE300,2022-11-14 17:00:00,2022-11-14 18:30:00,,sem,dvriendt,1149
1053,32299/00013,SEMVISION,PLINE300,2022-11-15 08:00:00,2022-11-15 10:00:00,,sem,beirnaer,1150
1054,32299/00013,SEMVISION,PLINE300,2022-11-15 17:00:00,2022-11-15 18:30:00,,sem,dvriendt,1151
1055,32299/00013,SEMVISION,PLINE300,2022-11-16 10:00:00,2022-11-16 12:00:00,,sem,beirnaer,1152
1056,32299/00013,SEMVISION,PLINE300,2022-11-16 17:00:00,2022-11-16 18:30:00,,sem,dvriendt,1153
1057,32299/00013,SEMVISION,PLINE300,2022-11-17 08:00:00,2022-11-17 10:00:00,,sem,beirnaer,1154
1058,32299/00013,SEMVISION,PLINE300,2022-11-17 14:00:00,2022-11-17 15:00:00,,sem,dvriendt,1155
1059,32299/00013,SEMVISION,PLINE300,2022-11-17 17:00:00,2022-11-17 18:30:00,,sem,dvriendt,1156
1060,32299/00013,SEMVISION,PLINE300,2022-11-18 09:00:00,2022-11-18 11:00:00,,sem,beirnaer,1157
1080,32299/01084,SEMVISION,PLINE300,2022-10-31 15:30:00,2022-10-31 17:00:00,,Devinps,stiersk,1158
1081,32299/01084,SEMVISION,PLINE300,2022-11-09 20:00:00,2022-11-09 21:30:00,,Devinps,janard53,1159
1094,32299/01959,SEMVISION,PLINE300,2022-11-08 15:00:00,2022-11-08 17:00:00,,check on defects,moet12,1160
1095,32299/01959,SEMVISION,PLINE300,2022-11-14 10:00:00,2022-11-14 12:00:00,,check on HCLU defects GOR10,moet12,1161
1096,32299/01959,SEMVISION,PLINE300,2022-11-16 15:00:00,2022-11-16 17:00:00,,check on HCLU defects GOR10,moet12,1162
1207,37004/15017,SEMVISION,PLINE300,2022-11-10 15:00:00,2022-11-10 17:00:00,,sem,duboisb,1163
1210,37004/37141,SEMVISION,PLINE300,2022-10-31 06:00:00,2022-10-31 08:00:00,,Insp,redants,1164
1211,37004/37141,SEMVISION,PLINE300,2022-10-31 14:00:00,2022-10-31 15:00:00,,Insp,dusar,1165
1212,37004/37141,SEMVISION,PLINE300,2022-11-08 06:00:00,2022-11-08 08:00:00,,Insp,engelen,1166
1213,37004/37141,SEMVISION,PLINE300,2022-11-08 14:00:00,2022-11-08 15:00:00,,Insp,maes72,1167
1271,38199/01936,SEMVISION,PLINE300,2022-11-18 08:00:00,2022-11-18 09:00:00,,Devinps,janard53,1168
1279,39320/36502,SEMVISION,PLINE300,2022-11-14 15:00:00,2022-11-14 17:00:00,,PLINE use,michal78,1169
1347,43001/01666,SEMVISION,PLINE300,2022-11-09 14:00:00,2022-11-09 15:00:00,,Insp,dusar,1170
1348,43001/01666,SEMVISION,PLINE300,2022-11-09 18:30:00,2022-11-09 20:00:00,,Insp,redants,1171
1349,43001/01666,SEMVISION,PLINE300,2022-11-18 06:00:00,2022-11-18 08:00:00,,Insp,redants,1172
1351,43013/97275,SEMVISION,PLINE300,2022-11-03 06:00:00,2022-11-03 08:00:00,,Insp,redants,1173
1352,43013/97275,SEMVISION,PLINE300,2022-11-03 14:00:00,2022-11-03 15:00:00,,Insp,dusar,1174
1353,43013/97275,SEMVISION,PLINE300,2022-11-14 14:00:00,2022-11-14 15:00:00,,i,maes72,1175
1354,43013/97275,SEMVISION,PLINE300,2022-11-14 18:30:00,2022-11-14 20:00:00,,i,engelen,1176
1355,43013/97275,SEMVISION,PLINE300,2022-11-16 14:00:00,2022-11-16 15:00:00,,i,dusar,1177
1356,43013/97275,SEMVISION,PLINE300,2022-11-16 18:30:00,2022-11-16 20:00:00,,i,engelen,1178
1369,44999/02213,SEMVISION,PLINE300,2022-11-10 06:00:00,2022-11-10 08:00:00,,i,engelen,1179
1370,44999/02213,SEMVISION,PLINE300,2022-11-10 18:30:00,2022-11-10 20:00:00,,i,redants,1180
1371,44999/02213,SEMVISION,PLINE300,2022-11-15 06:00:00,2022-11-15 08:00:00,,i,redants,1181
1372,44999/02213,SEMVISION,PLINE300,2022-11-15 14:00:00,2022-11-15 15:00:00,,i,maes72,1182
1373,44999/02213,SEMVISION,PLINE300,2022-11-15 18:30:00,2022-11-15 20:00:00,,i,engelen,1183
1418,98300/01618,SEMVISION,PLINE300,2022-11-02 14:00:00,2022-11-02 15:00:00,,Insp,dusar,1184
62,30990/32063,SEZ304,PLINE300,2022-11-02 11:00:00,2022-11-02 13:30:00,ATM;SM1;SM2;SM3,BS Cleaning,rastog28,1185
20,30990/02250,SEZ304_2,PLINE300,2022-11-03 12:00:00,2022-11-03 12:30:00,ATM;SM1;SM2;SM3,BSCORD2 Prd,dubey63,1186
63,30990/32063,SEZ304_2,PLINE300,2022-11-09 13:00:00,2022-11-09 17:00:00,ATM;SM1;SM2;SM3,BS Cleaning;BScrod_2,homkar65;rastog28,1187
1011,32099/01506,SEZ304_2,PLINE300,2022-11-15 11:00:00,2022-11-15 13:30:00,ATM;SM2;SM3,BS clean (B_SCROD 2PROD)-22wfrs,belov93,1188
7,00999/00505,SP3,PLINE300,2022-11-07 18:00:00,2022-11-07 19:00:00,,Devinps,janard53,1189
8,00999/00505,SP3,PLINE300,2022-11-15 09:00:00,2022-11-15 10:00:00,,Devinps,janard53,1190
1296,39992/36503,SP3,PLINE300,2022-11-14 06:30:00,2022-11-14 22:00:00,,PLINE use,hennebel,1191
19,30990/02249,SP5,PLINE300,2022-11-10 12:00:00,2022-11-10 13:00:00,,blanket measurements,knaepen,1192
72,30990/32063,SP5,PLINE300,2022-10-31 09:30:00,2022-10-31 10:00:00,,measurement,arnou66,1193
73,30990/32063,SP5,PLINE300,2022-10-31 12:00:00,2022-10-31 13:00:00,,metro,knaepen,1194
74,30990/32063,SP5,PLINE300,2022-10-31 15:00:00,2022-10-31 16:00:00,,metro,knaepen,1195
75,30990/32063,SP5,PLINE300,2022-11-03 12:00:00,2022-11-03 13:00:00,,blanket wafers,knaepen,1196
76,30990/32063,SP5,PLINE300,2022-11-10 15:00:00,2022-11-10 15:30:00,,metro,knaepen,1197
77,30990/32063,SP5,PLINE300,2022-11-16 15:00:00,2022-11-16 16:00:00,,metro,knaepen,1198
78,30990/32063,SP5,PLINE300,2022-11-17 12:00:00,2022-11-17 13:00:00,,metro,knaepen,1199
465,31199/01918,SP5,PLINE300,2022-11-16 09:00:00,2022-11-16 10:00:00,,Recipe set up,janard53,1200
1000,32005/01711,SP5,PLINE300,2022-11-10 15:30:00,2022-11-10 16:00:00,,check klarf recipe set up,kenis,1201
1104,32399/30027,SP5,PLINE300,2022-11-09 15:00:00,2022-11-09 16:00:00,,measurement,sebai,1202
1297,39992/36503,SP5,PLINE300,2022-11-14 06:30:00,2022-11-14 22:00:00,,PLINE use,hennebel,1203
1487,98601/01062,SP5,PLINE300,2022-11-15 15:00:00,2022-11-15 16:00:00,,particle meting 2x23 wafers,haider15,1204
358,31199/01680,SU8000,PLINE300,2022-11-03 14:00:00,2022-11-03 16:00:00,,MHM,kampit73,1205
359,31199/01680,SU8000,PLINE300,2022-11-08 16:00:00,2022-11-08 18:00:00,,MHM,kampit73,1206
360,31199/01680,SU8000,PLINE300,2022-11-09 14:00:00,2022-11-09 16:00:00,,reservation Viktor,mander15,1207
361,31199/01680,SU8000,PLINE300,2022-11-10 14:00:00,2022-11-10 17:00:00,,MHM,kampit73,1208
362,31199/01680,SU8000,PLINE300,2022-11-15 15:00:00,2022-11-15 16:30:00,,MHM,kampit73,1209
569,31199/02272,SU8000,PLINE300,2022-11-08 14:00:00,2022-11-08 16:00:00,,Attolab sample inspection,wittin46,1210
784,31199/31191,SU8000,PLINE300,2022-11-03 06:30:00,2022-11-03 09:00:00,,x-sem,vdbroecn,1211
899,31299/31900,SU8000,PLINE300,2022-11-15 16:30:00,2022-11-15 17:30:00,,x,goossen,1212
900,31299/31900,SU8000,PLINE300,2022-11-17 15:00:00,2022-11-17 17:00:00,,x,goossen,1213
1208,37004/15017,SU8000,PLINE300,2022-11-14 08:30:00,2022-11-14 10:00:00,,XSEM,maes72,1214
1209,37004/15017,SU8000,PLINE300,2022-11-15 08:30:00,2022-11-15 10:00:00,,XSEM,maes72,1215
1366,44999/01882,SU8000,PLINE300,2022-11-15 14:00:00,2022-11-15 15:00:00,,for Clement,billin72,1216
1421,98300/14175,SU8000,PLINE300,2022-11-08 08:30:00,2022-11-08 10:00:00,,XSEM,maes72,1217
1468,98601/00962,SU8000,PLINE300,2022-11-03 17:00:00,2022-11-03 18:00:00,,XSEM,feurpr61,1218
1324,42199/00160,TECNAIF30,PLINE300,2022-10-31 09:00:00,2022-10-31 16:00:00,,training,koylan92,1219
1325,42199/00160,TECNAIF30,PLINE300,2022-11-07 08:30:00,2022-11-07 17:00:00,,phase analysis,richardo,1220
1326,42199/00160,TECNAIF30,PLINE300,2022-11-08 08:30:00,2022-11-08 17:30:00,,nanomegas training,agati92,1221
1327,42199/00160,TECNAIF30,PLINE300,2022-11-10 09:00:00,2022-11-10 15:00:00,,trainig,koylan92,1222
996,32005/01675,TEL_LEAGA,PLINE300,2022-11-01 10:00:00,2022-11-01 16:00:00,LP2;PM2;PM3;PM5;PM6,SiGe SPC Development,muraki29,1223
997,32005/01675,TEL_LEAGA,PLINE300,2022-11-02 10:00:00,2022-11-02 16:00:00,LP2;PM2;PM3;PM5;PM6,SiGe SPC Development,muraki29,1224
998,32005/01675,TEL_LEAGA,PLINE300,2022-11-04 10:00:00,2022-11-04 16:00:00,LP2;PM2;PM6,OX HM RM,puttar77,1225
999,32005/01675,TEL_LEAGA,PLINE300,2022-11-08 09:00:00,2022-11-08 15:00:00,LP2;PM2;PM6,Oxide Hard Mask Etch Back,puttar77,1226
275,31199/01321,TEL_NS300,PLINE300,2022-11-03 15:30:00,2022-11-03 16:00:00,LP1;SCR4_4,m,gupta76,1227
393,31199/01765,TEL_TACTRAS,PLINE300,2022-10-31 11:00:00,2022-10-31 12:00:00,LP3;PM1,develop,krishtab,1228
394,31199/01765,TEL_TACTRAS2,PLINE300,2022-11-10 11:00:00,2022-11-10 14:00:00,LP1;PM4,DMA-TMS passivation,mandal97,1229
395,31199/01765,TEL_TACTRAS2,PLINE300,2022-11-17 13:00:00,2022-11-17 21:00:00,LP1;PM4,DMA-TMS passivation;DMATMS on SiNx,mandal97;pasqua16,1230
606,31199/02273,TEL_TACTRAS2,PLINE300,2022-10-31 16:00:00,2022-10-31 19:00:00,LP3;PM6,Wafer processing,feurpr61,1231
607,31199/02273,TEL_TACTRAS2,PLINE300,2022-11-07 16:30:00,2022-11-07 18:30:00,LP3;PM6,Wafer processing,feurpr61,1232
608,31199/02273,TEL_TACTRAS2,PLINE300,2022-11-08 15:00:00,2022-11-08 18:00:00,LP3;PM6,Wafer processing,feurpr61,1233
609,31199/02273,TEL_TACTRAS2,PLINE300,2022-11-09 12:00:00,2022-11-09 14:00:00,LP3;PM6,Wafer processing,feurpr61,1234
610,31199/02273,TEL_TACTRAS2,PLINE300,2022-11-10 14:30:00,2022-11-10 17:30:00,LP3;PM6,Wafer processing,feurpr61,1235
611,31199/02273,TEL_TACTRAS2,PLINE300,2022-11-14 16:00:00,2022-11-14 18:00:00,LP3;PM6,Wafer processing,feurpr61,1236
612,31199/02273,TEL_TACTRAS2,PLINE300,2022-11-15 16:00:00,2022-11-15 19:00:00,LP3;PM6,Wafer processing,feurpr61,1237
613,31199/02273,TEL_TACTRAS2,PLINE300,2022-11-17 14:00:00,2022-11-17 16:30:00,LP3;PM6,Wafer processing,ramane56,1238
889,31299/01861,TEL_TACTRAS2,PLINE300,2022-11-03 15:30:00,2022-11-03 17:00:00,LP1;PM6,Coupons,renaud15,1239
1239,37093/02175,TEL_TACTRAS2,PLINE300,2022-10-31 10:00:00,2022-10-31 11:00:00,LP1;PM1,development,puliya38,1240
1240,37093/02178,TEL_TACTRAS2,PLINE300,2022-11-08 11:30:00,2022-11-08 12:30:00,LP2;PM1,development,puliya38,1241
1241,37093/02178,TEL_TACTRAS2,PLINE300,2022-11-09 10:30:00,2022-11-09 12:00:00,LP1;PM1,Test run with vendor,puliya38,1242
1469,98601/00962,TEL_TACTRAS2,PLINE300,2022-11-03 17:00:00,2022-11-03 19:00:00,LP3;PM6,Wafer processing,feurpr61,1243
1470,98601/00962,TEL_TACTRAS2,PLINE300,2022-11-04 11:30:00,2022-11-04 13:00:00,LP3;PM6,Wafer processing,feurpr61,1244
1471,98601/00962,TEL_TACTRAS2,PLINE300,2022-11-04 14:30:00,2022-11-04 16:00:00,LP3;PM6,Wafer processing,feurpr61,1245
1496,98601/31507,TEL_TACTRAS2,PLINE300,2022-11-08 10:30:00,2022-11-08 12:00:00,LP3;PM6,HMI,vallat65,1246
1497,98601/31507,TEL_TACTRAS2,PLINE300,2022-11-09 15:00:00,2022-11-09 17:00:00,LP3;PM6,HMI,vallat65,1247
212,31199/00653,TEL_TACTRAS3,PLINE300,2022-11-09 10:30:00,2022-11-09 11:30:00,LP3;PM6,Recipe transfer,katcko10,1248
213,31199/00653,TEL_TACTRAS3,PLINE300,2022-11-10 15:30:00,2022-11-10 17:00:00,LP3;PM6,Recipe transfer,katcko10,1249
214,31199/00653,TEL_TACTRAS3,PLINE300,2022-11-15 12:30:00,2022-11-15 13:30:00,LP1;PM6,Recipe transfer,katcko10,1250
429,31199/01889,TEL_TACTRAS3,PLINE300,2022-11-16 14:00:00,2022-11-16 15:00:00,LP1;PM6,P14 SADP,vallat65,1251
529,31199/01988,TEL_TACTRAS3,PLINE300,2022-10-31 10:00:00,2022-10-31 12:00:00,LP1;PM6,coupon etch,paolil45,1252
530,31199/01988,TEL_TACTRAS3,PLINE300,2022-11-07 11:00:00,2022-11-07 13:00:00,LP1;PM6,etch,paolil45,1253
531,31199/01988,TEL_TACTRAS3,PLINE300,2022-11-15 14:00:00,2022-11-15 16:00:00,LP2;PM6,coupon etch,paolil45,1254
614,31199/02273,TEL_TACTRAS3,PLINE300,2022-10-31 13:00:00,2022-10-31 17:00:00,LP1;LP2;PM6,process,fukui39,1255
615,31199/02273,TEL_TACTRAS3,PLINE300,2022-11-02 18:00:00,2022-11-02 21:30:00,LP2;LP3;PM6,Wafer process RF check,fukui39,1256
616,31199/02273,TEL_TACTRAS3,PLINE300,2022-11-04 14:30:00,2022-11-04 17:30:00,LP2;LP3;PM6,Etch and RF chk,fukui39,1257
617,31199/02273,TEL_TACTRAS3,PLINE300,2022-11-07 15:30:00,2022-11-07 17:30:00,LP1;LP2;PM6,"Etch, RF CHK",fukui39,1258
618,31199/02273,TEL_TACTRAS3,PLINE300,2022-11-15 10:00:00,2022-11-15 11:30:00,LP1;PM6,LS P32,demand38,1259
619,31199/02273,TEL_TACTRAS3,PLINE300,2022-11-15 14:00:00,2022-11-15 16:00:00,LP1;PM1,CAR EUV,demand38,1260
620,31199/02273,TEL_TACTRAS3,PLINE300,2022-11-15 18:00:00,2022-11-15 20:00:00,LP1;PM6,RF CHK,fukui39,1261
621,31199/02273,TEL_TACTRAS3,PLINE300,2022-11-16 11:00:00,2022-11-16 13:00:00,LP1;PM6,Etch sample,fukui39,1262
622,31199/02273,TEL_TACTRAS3,PLINE300,2022-11-17 17:00:00,2022-11-17 20:00:00,LP1;LP2;PM6,Etch coupon,fukui39,1263
743,31199/31021,TEL_TACTRAS3,PLINE300,2022-11-07 09:30:00,2022-11-07 11:30:00,LP2;PM1,etch,demand38,1264
744,31199/31021,TEL_TACTRAS3,PLINE300,2022-11-08 08:30:00,2022-11-08 11:30:00,LP3;PM1,etch for Nicole,demand38,1265
745,31199/31021,TEL_TACTRAS3,PLINE300,2022-11-09 15:00:00,2022-11-09 16:00:00,LP2;PM1,blanket ER,demand38,1266
746,31199/31021,TEL_TACTRAS3,PLINE300,2022-11-18 09:00:00,2022-11-18 12:00:00,LP2;PM1,etch partitioning,demand38,1267
1447,98600/00962,TEL_TACTRAS3,PLINE300,2022-11-02 10:30:00,2022-11-02 18:00:00,LP2;LP3;PM6,elay experiment with Qtime contr,dauend87,1268
1448,98600/00962,TEL_TACTRAS3,PLINE300,2022-11-08 11:00:00,2022-11-08 18:00:00,LP1;LP2;PM6,Experiment with controlled delay,dauend87,1269
1449,98600/00962,TEL_TACTRAS3,PLINE300,2022-11-15 17:00:00,2022-11-15 18:00:00,LP1;LP2;PM6,process 1-2 wafers manually,dauend87,1270
1498,98601/31507,TEL_TACTRAS3,PLINE300,2022-11-07 10:00:00,2022-11-07 11:00:00,LP1;PM6,HMI,vallat65,1271
1499,98601/31507,TEL_TACTRAS3,PLINE300,2022-11-08 09:30:00,2022-11-08 10:30:00,LP2;PM6,HMI,vallat65,1272
1500,98601/31507,TEL_TACTRAS3,PLINE300,2022-11-09 14:00:00,2022-11-09 15:00:00,LP1;PM6,HMI,vallat65,1273
1328,42199/00160,TITAN,PLINE300,2022-10-31 08:00:00,2022-10-31 16:00:00,,200kV,richardo,1274
1329,42199/00160,TITAN,PLINE300,2022-10-31 20:00:00,2022-11-01 02:00:00,,'-,pauluss,1275
1330,42199/00160,TITAN,PLINE300,2022-11-02 17:00:00,2022-11-02 21:00:00,,cross section,carola29,1276
1331,42199/00160,TITAN,PLINE300,2022-11-03 01:00:00,2022-11-03 06:00:00,,tem analyses,agati92,1277
1332,42199/00160,TITAN,PLINE300,2022-11-03 18:00:00,2022-11-03 22:30:00,,200 kV,nalinm87,1278
1333,42199/00160,TITAN,PLINE300,2022-11-04 06:00:00,2022-11-04 10:00:00,,tem 200kv,han27,1279
1334,42199/00160,TITAN,PLINE300,2022-11-04 18:00:00,2022-11-04 22:00:00,,200 kV,nalinm87,1280
1335,42199/00160,TITAN,PLINE300,2022-11-05 09:00:00,2022-11-05 17:00:00,,tem;tem 200kv,han27;impagn97,1281
1336,42199/00160,TITAN,PLINE300,2022-11-06 13:00:00,2022-11-06 17:00:00,,tem,impagn97,1282
1337,42199/00160,TITAN,PLINE300,2022-11-07 08:00:00,2022-11-07 10:00:00,,tem,faviap,1283
1338,42199/00160,TITAN,PLINE300,2022-11-10 13:30:00,2022-11-10 18:00:00,,tem analyses,agati92,1284
1339,42199/00160,TITAN,PLINE300,2022-11-14 10:00:00,2022-11-14 16:30:00,,tem,faviap,1285
1340,42199/00160,TITAN,PLINE300,2022-11-14 17:00:00,2022-11-14 19:00:00,,tem,impagn97,1286
1341,42199/00160,TITAN,PLINE300,2022-11-15 10:30:00,2022-11-15 22:00:00,,200kV;tem,impagn97;richardo,1287
1342,42199/00160,TITAN,PLINE300,2022-11-16 06:00:00,2022-11-16 16:30:00,,tem;tem 200kv;training,faviap;han27;koylan92,1288
1343,42199/00160,TITAN,PLINE300,2022-11-17 06:30:00,2022-11-17 10:30:00,,tem 200kv,han27,1289
1344,42199/00160,TITAN,PLINE300,2022-11-17 14:00:00,2022-11-17 17:00:00,,200 kV,nalinm87,1290
1345,42199/00160,TITAN,PLINE300,2022-11-18 06:30:00,2022-11-18 10:30:00,,tem 200kv,han27,1291
315,31199/01513,TR1000,PLINE300,2022-11-08 07:30:00,2022-11-08 09:00:00,,meting,jacobs41,1292
316,31199/01513,TR1000,PLINE300,2022-11-15 07:30:00,2022-11-15 09:00:00,,meting,jacobs41,1293
363,31199/01680,TR1000,PLINE300,2022-11-08 14:00:00,2022-11-08 14:30:00,,KrF,kampit73,1294
372,31199/01706,TR1000,PLINE300,2022-11-10 14:00:00,2022-11-10 16:00:00,,Inpria,deschepp,1295
680,31199/30079,TR1000,PLINE300,2022-10-31 00:00:00,2022-10-31 02:00:00,,lot processing,robber85,1296
681,31199/30079,TR1000,PLINE300,2022-10-31 17:00:00,2022-10-31 19:00:00,,JSR,perrem78,1297
682,31199/30079,TR1000,PLINE300,2022-11-01 00:00:00,2022-11-01 02:00:00,,tst,perrem78,1298
683,31199/30079,TR1000,PLINE300,2022-11-01 10:00:00,2022-11-01 12:00:00,,lot processing,robber85,1299
684,31199/30079,TR1000,PLINE300,2022-11-02 08:00:00,2022-11-02 10:00:00,,tst,perrem78,1300
685,31199/30079,TR1000,PLINE300,2022-11-03 00:00:00,2022-11-03 02:00:00,,JSR,perrem78,1301
686,31199/30079,TR1000,PLINE300,2022-11-03 08:00:00,2022-11-03 10:00:00,,test,dilien72,1302
687,31199/30079,TR1000,PLINE300,2022-11-04 01:00:00,2022-11-04 02:00:00,,test,vleerb85,1303
688,31199/30079,TR1000,PLINE300,2022-11-04 08:00:00,2022-11-04 10:00:00,,test,dilien72,1304
689,31199/30079,TR1000,PLINE300,2022-11-05 08:00:00,2022-11-05 10:00:00,,JSR,perrem78,1305
